performance_id,date,campaign_id,impressions,clicks,conversions,spend,revenue,created_at,campaign_name,channel,target_audience,ctr,cvr,cpc,roas,cac,profit,profit_margin,year,month,month_name,week,day_of_week,day_name,quarter,is_weekend,season,spend_is_outlier,revenue_is_outlier,roas_is_outlier,cac_is_outlier,ctr_is_outlier,cvr_is_outlier
756,2024-06-18,13,75324,2001,74,188.31,6310.42,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.6565238171100845,3.6981509245377313,0.09410794602698651,33.510806648611336,2.5447297297297298,6122.11,97.01588800745434,2024,6,June,25,1,Tuesday,2,0,Summer,False,True,True,False,False,False
757,2024-06-19,13,73559,1909,69,183.9,5848.24,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.595195693253035,3.614457831325301,0.0963331587218439,31.801196302338226,2.6652173913043478,5664.34,96.85546420803524,2024,6,June,25,2,Wednesday,2,0,Summer,False,True,True,False,False,False
758,2024-06-20,13,50804,910,22,127.01,1350.0,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,1.7911975435005119,2.417582417582418,0.13957142857142857,10.62908432406897,5.773181818181818,1222.99,90.59185185185186,2024,6,June,25,3,Thursday,2,0,Summer,False,False,True,False,False,False
759,2024-06-21,13,76868,2084,79,192.17,6106.95,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.7111411770827916,3.7907869481765832,0.09221209213051823,31.778893687880522,2.43253164556962,5914.78,96.8532573543258,2024,6,June,25,4,Friday,2,0,Summer,False,True,True,False,False,False
760,2024-06-22,13,54095,1475,56,135.24,4648.49,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.7266845364636287,3.796610169491525,0.09168813559322035,34.372153209109726,2.415,4513.25,97.0906681524538,2024,6,June,25,5,Saturday,2,1,Summer,False,True,True,False,False,False
761,2024-06-23,13,47116,1118,37,117.79,2929.28,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.372866966635538,3.309481216457961,0.1053577817531306,24.868664572544358,3.1835135135135135,2811.4900000000002,95.97887535503605,2024,6,June,25,6,Sunday,2,1,Summer,False,True,True,False,False,False
762,2024-06-24,13,70771,1767,61,176.93,4807.71,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.496785406451795,3.45217883418223,0.10013016411997737,27.172949754140056,2.9004918032786886,4630.78,96.31986954288007,2024,6,June,26,0,Monday,2,0,Summer,False,True,True,False,False,False
763,2024-06-25,13,61913,1352,41,154.78,3636.68,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.1837093986723306,3.032544378698225,0.11448224852071005,23.49580049101951,3.7751219512195124,3481.8999999999996,95.74392027893572,2024,6,June,26,1,Tuesday,2,0,Summer,False,True,True,False,False,False
764,2024-06-26,13,70129,1735,60,175.32,5048.44,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.474012177558499,3.45821325648415,0.10104899135446685,28.795573807894137,2.9219999999999997,4873.12,96.52724405955108,2024,6,June,26,2,Wednesday,2,0,Summer,False,True,True,False,False,False
765,2024-06-27,13,78719,2186,85,196.8,5858.46,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.7769661708100966,3.888380603842635,0.09002744739249771,29.768597560975607,2.315294117647059,5661.66,96.64075542036645,2024,6,June,26,3,Thursday,2,0,Summer,False,True,True,False,False,False
766,2024-06-28,13,52700,979,25,131.75,1544.93,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,1.857685009487666,2.5536261491317673,0.13457609805924411,11.726223908918406,5.27,1413.18,91.47210553228949,2024,6,June,26,4,Friday,2,0,Summer,False,False,True,False,False,False
767,2024-06-29,13,47801,1151,38,119.5,2832.05,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.4078994163302023,3.301476976542137,0.10382276281494353,23.69916317991632,3.1447368421052633,2712.55,95.78044172948924,2024,6,June,26,5,Saturday,2,1,Summer,False,True,True,False,False,False
768,2024-06-30,13,40790,838,24,101.98,1876.8,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.054425104192204,2.863961813842482,0.1216945107398568,18.403608550696212,4.2491666666666665,1774.82,94.56628303495312,2024,6,June,26,6,Sunday,2,1,Summer,False,False,True,False,False,False
769,2024-07-01,13,62887,1395,43,157.22,3506.69,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.2182645061777473,3.0824372759856633,0.11270250896057347,22.304350591527797,3.6562790697674417,3349.4700000000003,95.51656975666512,2024,7,July,27,0,Monday,3,0,Summer,False,True,True,False,False,False
770,2024-07-02,13,80811,2304,91,202.03,7809.92,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.851097004120726,3.9496527777777777,0.08768663194444444,38.65722912438747,2.22010989010989,7607.89,97.41316172252725,2024,7,July,27,1,Tuesday,3,0,Summer,False,True,True,False,False,False
771,2024-07-03,13,91064,2925,131,227.66,8373.91,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,3.2120267064921375,4.478632478632479,0.07783247863247864,36.782526574716684,1.7378625954198472,8146.25,97.28131780733253,2024,7,July,27,2,Wednesday,3,0,Summer,False,True,True,False,False,False
772,2024-07-04,13,65351,1506,48,163.38,3688.78,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.3044788909121516,3.187250996015936,0.10848605577689242,22.577916513649164,3.40375,3525.4,95.5708933576955,2024,7,July,27,3,Thursday,3,0,Summer,False,True,True,False,False,False
773,2024-07-05,13,63164,1407,43,157.91,3181.75,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.2275346716484075,3.0561478322672353,0.1122316986496091,20.149135583560255,3.6723255813953486,3023.84,95.03700793588435,2024,7,July,27,4,Friday,3,0,Summer,False,True,True,False,False,False
774,2024-07-06,13,42678,918,27,106.7,1820.81,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.1509911429776465,2.941176470588235,0.11623093681917211,17.06476101218369,3.951851851851852,1714.11,94.13997067239306,2024,7,July,27,5,Saturday,3,1,Summer,False,False,True,False,False,False
775,2024-07-07,13,37599,712,18,94.0,1236.71,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,1.8936673847708716,2.528089887640449,0.13202247191011235,13.156489361702128,5.222222222222222,1142.71,92.39918816860865,2024,7,July,27,6,Sunday,3,1,Summer,False,False,True,False,False,False
776,2024-07-08,13,65929,1533,49,164.82,3844.6,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.325228655068331,3.1963470319634704,0.10751467710371819,23.32605266351171,3.363673469387755,3679.7799999999997,95.71294803100452,2024,7,July,28,0,Monday,3,0,Summer,False,True,True,False,False,False
777,2024-07-09,13,60152,1276,37,150.38,3180.49,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.1212927250964224,2.8996865203761755,0.1178526645768025,21.14968745843862,4.064324324324324,3030.1099999999997,95.27179774185738,2024,7,July,28,1,Tuesday,3,0,Summer,False,True,True,False,False,False
778,2024-07-10,13,56387,1121,31,140.97,2164.52,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,1.9880468902406583,2.7653880463871543,0.12575379125780553,15.354472582819039,4.54741935483871,2023.55,93.48723966514515,2024,7,July,28,2,Wednesday,3,0,Summer,False,True,True,False,False,False
779,2024-07-11,13,74157,1940,71,185.39,4926.08,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.616071308170503,3.65979381443299,0.09556185567010309,26.571443982954854,2.61112676056338,4740.69,96.2365613225932,2024,7,July,28,3,Thursday,3,0,Summer,False,True,True,False,False,False
780,2024-07-12,13,82040,2374,96,205.1,7195.0,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.893710385177962,4.043807919123841,0.08639427127211458,35.08044856167723,2.136458333333333,6989.9,97.14940931202223,2024,7,July,28,4,Friday,3,0,Summer,False,True,True,False,False,False
781,2024-07-13,13,50036,1261,44,125.09,3298.36,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.520185466464146,3.4892942109436955,0.09919904837430611,26.367895115516827,2.8429545454545457,3173.27,96.20750918638353,2024,7,July,28,5,Saturday,3,1,Summer,False,True,True,False,False,False
782,2024-07-14,13,43900,971,30,109.75,1820.86,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.211845102505695,3.089598352214212,0.11302780638516993,16.590979498861046,3.658333333333333,1711.11,93.97262831848687,2024,7,July,28,6,Sunday,3,1,Summer,False,False,True,False,False,False
783,2024-07-15,13,89782,2844,126,224.46,9470.58,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,3.1676728074669755,4.430379746835443,0.0789240506329114,42.19272921678695,1.7814285714285716,9246.12,97.62992340490236,2024,7,July,29,0,Monday,3,0,Summer,False,True,True,False,False,False
784,2024-07-16,13,90694,2902,130,226.74,8639.06,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,3.1997706573753506,4.479669193659546,0.07813232253618195,38.10117314986328,1.7441538461538462,8412.32,97.37540889865332,2024,7,July,29,1,Tuesday,3,0,Summer,False,True,True,False,False,False
785,2024-07-17,13,64600,1472,46,161.5,2829.75,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.278637770897833,3.125,0.10971467391304347,17.521671826625386,3.510869565217391,2668.25,94.29278204788409,2024,7,July,29,2,Wednesday,3,0,Summer,False,True,True,False,False,False
786,2024-07-18,13,70637,1760,61,176.59,5274.68,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.491612044679134,3.465909090909091,0.10033522727272727,29.869641542556206,2.8949180327868853,5098.09,96.65211918068964,2024,7,July,29,3,Thursday,3,0,Summer,False,True,True,False,False,False
787,2024-07-19,13,77412,2114,80,193.53,5929.41,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.730842763395856,3.7842951750236518,0.09154683065279091,30.638195628584715,2.419125,5735.88,96.73610021907744,2024,7,July,29,4,Friday,3,0,Summer,False,True,True,False,False,False
788,2024-07-20,13,50690,1295,46,126.73,3929.1,2026-01-01T19:41:22.548896,Email Campaign 13,email,35-44,2.5547445255474455,3.5521235521235517,0.09786100386100387,31.003708671979798,2.755,3802.37,96.77457942022346,2024,7,July,29,5,Saturday,3,1,Summer,False,True,True,False,False,False
789,2024-07-08,14,12312,212,3,265.94,224.83,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.7218973359324234,1.4150943396226416,1.254433962264151,0.8454162593066106,88.64666666666666,-41.109999999999985,-18.284926388827106,2024,7,July,28,0,Monday,3,0,Summer,False,False,False,False,False,False
790,2024-07-09,14,14597,298,5,315.31,359.3,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.0415153798725765,1.6778523489932886,1.0580872483221477,1.1395134946560528,63.062,43.99000000000001,12.243250765377125,2024,7,July,28,1,Tuesday,3,0,Summer,False,False,False,False,False,False
791,2024-07-10,14,11811,195,2,255.12,124.83,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.651003302006604,1.0256410256410255,1.3083076923076924,0.4892991533396049,127.56,-130.29000000000002,-104.37394857005529,2024,7,July,28,2,Wednesday,3,0,Summer,False,False,False,False,False,False
792,2024-07-11,14,13385,251,3,289.14,171.18,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8752334703025775,1.1952191235059761,1.1519521912350597,0.5920315418136544,96.38,-117.95999999999998,-68.90991938310549,2024,7,July,28,3,Thursday,3,0,Summer,False,False,False,False,False,False
793,2024-07-12,14,13254,246,3,286.3,161.74,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8560434585785424,1.2195121951219512,1.1638211382113821,0.5649318896262662,95.43333333333334,-124.56,-77.0124891801657,2024,7,July,28,4,Friday,3,0,Summer,False,False,False,False,False,False
794,2024-07-13,14,9014,162,2,194.7,143.75,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.79720434879077,1.2345679012345678,1.2018518518518517,0.7383153569594249,97.35,-50.94999999999999,-35.44347826086956,2024,7,July,28,5,Saturday,3,1,Summer,False,False,False,False,False,False
795,2024-07-14,14,7802,121,1,168.54,77.72,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.550884388618303,0.8264462809917356,1.3928925619834711,0.46113682211937823,168.54,-90.82,-116.85537828100874,2024,7,July,28,6,Sunday,3,1,Summer,False,False,False,False,False,False
796,2024-07-15,14,14234,283,4,307.47,220.36,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.988197274132359,1.4134275618374559,1.0864664310954064,0.7166878069405145,76.8675,-87.11000000000001,-39.53076783445272,2024,7,July,29,0,Monday,3,0,Summer,False,False,False,False,False,False
797,2024-07-16,14,16505,381,7,356.52,435.69,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.3083913965465013,1.837270341207349,0.9357480314960629,1.2220632783574554,50.93142857142857,79.17000000000002,18.171176754114168,2024,7,July,29,1,Tuesday,3,0,Summer,False,False,False,False,False,False
798,2024-07-17,14,15117,320,5,326.53,304.08,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.1168221207911624,1.5625,1.02040625,0.9312467460876489,65.306,-22.44999999999999,-7.382925545908968,2024,7,July,29,2,Wednesday,3,0,Summer,False,False,False,False,False,False
799,2024-07-18,14,16227,369,6,350.51,429.77,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.273987798114254,1.6260162601626018,0.9498915989159892,1.226127642577958,58.41833333333333,79.25999999999999,18.44242269120692,2024,7,July,29,3,Thursday,3,0,Summer,False,False,False,False,False,False
800,2024-07-19,14,10525,155,1,227.34,65.24,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4726840855106889,0.6451612903225806,1.4667096774193549,0.2869710565672561,227.34,-162.10000000000002,-248.46719803801355,2024,7,July,29,4,Friday,3,0,Summer,False,False,False,False,False,False
801,2024-07-20,14,8991,161,2,194.22,106.36,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.7906795684573464,1.2422360248447204,1.206335403726708,0.5476264030480898,97.11,-87.86,-82.60624294847688,2024,7,July,29,5,Saturday,3,1,Summer,False,False,False,False,False,False
802,2024-07-21,14,7032,99,1,151.91,60.66,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4078498293515358,1.0101010101010102,1.5344444444444445,0.3993153841090119,151.91,-91.25,-150.42861852950875,2024,7,July,29,6,Sunday,3,1,Summer,False,False,False,False,False,False
803,2024-07-22,14,12642,223,3,273.07,191.65,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.7639613985128935,1.345291479820628,1.2245291479820628,0.7018346944007031,91.02333333333333,-81.41999999999999,-42.48369423428123,2024,7,July,30,0,Monday,3,0,Summer,False,False,False,False,False,False
804,2024-07-23,14,13663,261,4,295.13,261.61,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.9102686086511014,1.532567049808429,1.1307662835249042,0.8864229322671365,73.7825,-33.51999999999998,-12.812965865219212,2024,7,July,30,1,Tuesday,3,0,Summer,False,False,False,False,False,False
805,2024-07-24,14,11518,185,2,248.8,135.88,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6061816287549922,1.0810810810810811,1.344864864864865,0.5461414790996784,124.4,-112.92000000000002,-83.1027377097439,2024,7,July,30,2,Wednesday,3,0,Summer,False,False,False,False,False,False
806,2024-07-25,14,10243,147,1,221.26,77.76,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4351264278043543,0.6802721088435374,1.5051700680272109,0.35144174274609064,221.26,-143.5,-184.54218106995884,2024,7,July,30,3,Thursday,3,0,Summer,False,False,False,False,False,False
807,2024-07-26,14,14688,302,5,317.28,298.9,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.0561002178649237,1.6556291390728477,1.0505960264900662,0.9420700958144226,63.455999999999996,-18.379999999999995,-6.149213783874204,2024,7,July,30,4,Friday,3,0,Summer,False,False,False,False,False,False
808,2024-07-27,14,8108,131,1,175.14,73.54,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6156882091761224,0.7633587786259541,1.3369465648854961,0.4198926573027293,175.14,-101.59999999999998,-138.15610552080497,2024,7,July,30,5,Saturday,3,1,Summer,False,False,False,False,False,False
809,2024-07-28,14,9165,168,2,197.98,140.85,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8330605564648117,1.1904761904761905,1.1784523809523808,0.7114354985352056,98.99,-57.129999999999995,-40.560880369187075,2024,7,July,30,6,Sunday,3,1,Summer,False,False,False,False,False,False
810,2024-07-29,14,11301,178,2,244.11,146.42,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.575081851163614,1.1235955056179776,1.3714044943820225,0.5998115603621318,122.055,-97.69000000000003,-66.7190274552657,2024,7,July,31,0,Monday,3,0,Summer,False,False,False,False,False,False
811,2024-07-30,14,11829,196,2,255.52,139.04,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6569447966861102,1.0204081632653061,1.3036734693877552,0.5441452723857232,127.76,-116.48000000000002,-83.77445339470657,2024,7,July,31,1,Tuesday,3,0,Summer,False,False,False,False,False,False
812,2024-07-31,14,16542,383,7,357.32,470.23,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.3153185830008463,1.8276762402088773,0.9329503916449086,1.3159912683309078,51.04571428571428,112.91000000000003,24.01165387150969,2024,7,July,31,2,Wednesday,3,0,Summer,False,False,False,False,False,False
813,2024-08-01,14,15131,320,5,326.84,354.29,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.1148635252131385,1.5625,1.021375,1.0839860482193124,65.368,27.450000000000045,7.7478901464901755,2024,8,August,31,3,Thursday,3,0,Summer,False,False,False,False,False,False
814,2024-08-02,14,14293,286,4,308.74,210.77,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.0009795004547684,1.3986013986013985,1.0795104895104894,0.6826779814730841,77.185,-97.97,-46.4819471461783,2024,8,August,31,4,Friday,3,0,Summer,False,False,False,False,False,False
815,2024-08-03,14,8853,156,2,191.25,154.29,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.762114537444934,1.282051282051282,1.2259615384615385,0.8067450980392157,95.625,-36.96000000000001,-23.954890141940506,2024,8,August,31,5,Saturday,3,1,Summer,False,False,False,False,False,False
816,2024-08-04,14,10517,221,3,227.17,216.54,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.1013597033374536,1.3574660633484164,1.027918552036199,0.9532068494959722,75.72333333333333,-10.629999999999995,-4.90902373695391,2024,8,August,31,6,Sunday,3,1,Summer,False,False,False,False,False,False
817,2024-08-05,14,13442,253,3,290.36,212.27,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8821603927986905,1.185770750988142,1.1476679841897233,0.7310579969692795,96.78666666666668,-78.09,-36.78805295142978,2024,8,August,32,0,Monday,3,0,Summer,False,False,False,False,False,False
818,2024-08-06,14,13488,254,4,291.34,225.73,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8831553973902726,1.574803149606299,1.1470078740157479,0.7747992036795497,72.835,-65.60999999999999,-29.065697957737115,2024,8,August,32,1,Tuesday,3,0,Summer,False,False,False,False,False,False
819,2024-08-07,14,13838,268,4,298.92,272.45,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.9366960543431133,1.4925373134328357,1.1153731343283582,0.9114478790311789,74.73,-26.470000000000027,-9.715544136538824,2024,8,August,32,2,Wednesday,3,0,Summer,False,False,False,False,False,False
820,2024-08-08,14,15473,335,6,334.23,335.05,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.165061720416209,1.791044776119403,0.9977014925373134,1.0024534003530503,55.705000000000005,0.8199999999999932,0.24473959110580304,2024,8,August,32,3,Thursday,3,0,Summer,False,False,False,False,False,False
821,2024-08-09,14,14237,284,4,307.52,211.28,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.9948022757603427,1.4084507042253522,1.0828169014084505,0.6870447450572321,76.88,-96.23999999999998,-45.55092767890949,2024,8,August,32,4,Friday,3,0,Summer,False,False,False,False,False,False
822,2024-08-10,14,11408,260,4,246.43,219.43,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.279102384291725,1.5384615384615385,0.9478076923076924,0.8904354177656941,61.6075,-27.0,-12.304607391878958,2024,8,August,32,5,Saturday,3,1,Summer,False,False,False,False,False,False
823,2024-08-11,14,6395,81,0,138.15,0.0,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.266614542611415,0.0,1.7055555555555557,0.0,,-138.15,,2024,8,August,32,6,Sunday,3,1,Summer,False,False,False,False,False,False
824,2024-08-12,14,10158,144,1,219.41,69.95,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4176018901358536,0.6944444444444444,1.5236805555555555,0.3188095346611367,219.41,-149.45999999999998,-213.66690493209433,2024,8,August,33,0,Monday,3,0,Summer,False,False,False,False,False,False
825,2024-08-13,14,12153,206,2,262.52,144.3,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6950547189994238,0.9708737864077669,1.274368932038835,0.5496724059119306,131.26,-118.21999999999997,-81.9265419265419,2024,8,August,33,1,Tuesday,3,0,Summer,False,False,False,False,False,False
826,2024-08-14,14,16085,362,6,347.44,448.16,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.2505439850792666,1.6574585635359116,0.9597790055248618,1.2898917798756622,57.906666666666666,100.72000000000003,22.474116387004646,2024,8,August,33,2,Wednesday,3,0,Summer,False,False,False,False,False,False
827,2024-08-15,14,14661,301,5,316.7,268.1,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.0530659573016847,1.6611295681063125,1.0521594684385382,0.8465424692137671,63.339999999999996,-48.599999999999966,-18.127564341663543,2024,8,August,33,3,Thursday,3,0,Summer,False,False,False,False,False,False
828,2024-08-16,14,10055,141,1,217.19,57.39,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4022874191944308,0.7092198581560284,1.540354609929078,0.26423868502233067,217.19,-159.8,-278.4457222512633,2024,8,August,33,4,Friday,3,0,Summer,False,False,False,False,False,False
829,2024-08-17,14,8047,129,1,173.82,69.22,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6030818938734932,0.7751937984496124,1.3474418604651162,0.3982280520078242,173.82,-104.6,-151.11239526148512,2024,8,August,33,5,Saturday,3,1,Summer,False,False,False,False,False,False
830,2024-08-18,14,9128,166,2,197.18,120.32,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.8185801928133218,1.2048192771084338,1.187831325301205,0.6102038746323156,98.59,-76.86000000000001,-63.87965425531916,2024,8,August,33,6,Sunday,3,1,Summer,False,False,False,False,False,False
831,2024-08-19,14,10325,149,1,223.04,75.72,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4430992736077481,0.6711409395973155,1.4969127516778522,0.3394906743185079,223.04,-147.32,-194.55890121500263,2024,8,August,34,0,Monday,3,0,Summer,False,False,False,False,False,False
832,2024-08-20,14,11629,189,2,251.19,122.42,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6252472267606843,1.0582010582010581,1.329047619047619,0.4873601656116884,125.595,-128.76999999999998,-105.18706093775525,2024,8,August,34,1,Tuesday,3,0,Summer,False,False,False,False,False,False
833,2024-08-21,14,14940,312,5,322.71,353.72,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.0883534136546187,1.6025641025641024,1.034326923076923,1.096092466920765,64.542,31.010000000000048,8.766821214519972,2024,8,August,34,2,Wednesday,3,0,Summer,False,False,False,False,False,False
834,2024-08-22,14,13948,272,4,301.29,280.1,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.9501003728133066,1.4705882352941175,1.1076838235294117,0.9296690895814663,75.3225,-21.189999999999998,-7.565155301677971,2024,8,August,34,3,Thursday,3,0,Summer,False,False,False,False,False,False
835,2024-08-23,14,13692,262,4,295.76,228.0,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.9135261466549809,1.5267175572519083,1.1288549618320611,0.7708953205301596,73.94,-67.75999999999999,-29.719298245614027,2024,8,August,34,4,Friday,3,0,Summer,False,False,False,False,False,False
836,2024-08-24,14,7623,116,1,164.67,66.51,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.5217106126197035,0.8620689655172413,1.4195689655172412,0.40389870650391696,164.67,-98.15999999999998,-147.58682904826338,2024,8,August,34,5,Saturday,3,1,Summer,False,False,False,False,False,False
837,2024-08-25,14,7506,112,1,162.15,77.3,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.4921396216360245,0.8928571428571428,1.4477678571428572,0.47671908726487816,162.15,-84.85000000000001,-109.76714100905565,2024,8,August,34,6,Sunday,3,1,Summer,False,False,False,False,False,False
838,2024-08-26,14,11284,178,2,243.75,119.03,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.5774548032612548,1.1235955056179776,1.3693820224719102,0.48832820512820513,121.875,-124.72,-104.78030748550786,2024,8,August,35,0,Monday,3,0,Summer,False,False,False,False,False,False
839,2024-08-27,14,10588,157,1,228.71,70.33,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.482810729127314,0.6369426751592357,1.456751592356688,0.30750732368501593,228.71,-158.38,-225.19550689606143,2024,8,August,35,1,Tuesday,3,0,Summer,False,False,False,False,False,False
840,2024-08-28,14,11434,183,2,246.98,122.14,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,1.6004897673605036,1.092896174863388,1.3496174863387977,0.49453397036197266,123.49,-124.83999999999999,-102.21057802521696,2024,8,August,35,2,Wednesday,3,0,Summer,False,False,False,False,False,False
841,2024-08-29,14,16186,367,6,349.63,436.08,2026-01-01T19:41:22.548896,Social Campaign 14,social,35-44,2.26739157296429,1.6348773841961852,0.9526702997275204,1.2472613906129337,58.27166666666667,86.44999999999999,19.824344157035405,2024,8,August,35,3,Thursday,3,0,Summer,False,False,False,False,False,False
842,2024-03-28,15,5950,179,3,520.64,216.43,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,3.008403361344538,1.675977653631285,2.9086033519553074,0.41569990780577754,173.54666666666665,-304.21,-140.5581481310354,2024,3,March,13,3,Thursday,1,0,Spring,False,False,False,False,False,False
843,2024-03-29,15,7615,294,8,666.39,647.28,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,3.8608010505581087,2.7210884353741496,2.2666326530612246,0.9713230990861207,83.29875,-19.110000000000014,-2.952354467927329,2024,3,March,13,4,Friday,1,0,Spring,False,False,False,False,False,False
844,2024-03-30,15,6209,279,8,543.29,766.6,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,4.493477210500886,2.867383512544803,1.9472759856630824,1.4110327817556003,67.91125,223.31000000000006,29.129924341247072,2024,3,March,13,5,Saturday,1,1,Spring,False,False,False,False,False,False
845,2024-03-31,15,6135,273,8,536.82,762.86,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,4.449877750611247,2.93040293040293,1.9663736263736264,1.4210722402294995,67.1025,226.03999999999996,29.630600634454545,2024,3,March,13,6,Sunday,1,1,Spring,False,False,False,False,False,False
846,2024-04-01,15,6020,184,4,526.78,311.12,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,3.0564784053156147,2.1739130434782608,2.8629347826086957,0.5906070845514256,131.695,-215.65999999999997,-69.31730521985085,2024,4,April,14,0,Monday,2,0,Spring,False,False,False,False,False,False
847,2024-04-02,15,7770,306,8,679.96,638.21,2026-01-01T19:41:22.548896,Paid Search Campaign 15,paid_search,25-34,3.9382239382239383,2.6143790849673203,2.2220915032679738,0.938599329372316,84.995,-41.75,-6.541733912035223,2024,4,April,14,1,Tuesday,2,0,Spring,False,False,False,False,False,False
